Time , ID , Lat , Lon , Alt , WiFi networks , SSID 1 , MAC 1 , Frequncy 1 , Signal 1 , SSID 2 , MAC 2 , Frequncy 2 , Signal 2 , SSID 3 , MAC 3 , Frequncy 3 , Signal 3 , SSID 4 , MAC 4 , Frequncy 4 , Signal 4 , SSID 5 , MAC 5 , Frequncy 5 , Signal 5 , SSID 6 , MAC 6 , Frequncy 6 , Signal 6 , SSID 7 , MAC 7 , Frequncy 7 , Signal 7 , SSID 8 , MAC 8 , Frequncy 8 , Signal 8 , SSID 9 , MAC 9 , Frequncy 9 , Signal 9 , SSID 10 , MAC 10 , Frequncy 10 , Signal 10 , 
31/10/2017 01:34 , LG-D855 , 31.9492352 , 34.7643363 , 57.90000153 , 6 ,  , d8:38:fc:2c:4e:dc , 44 , -53 , Cellcom , 42502_32891_5868195 , 0 , -71 ,  , d8:38:fc:2c:a7:28 , 3 , -73 ,  , d8:38:fc:2c:be:ac , 52 , -81 ,  , d8:38:fc:2c:a7:2c , 36 , -82 ,  , d8:38:fc:2c:be:a8 , 9 , -84
